control	0
yaw_angle	1
pose_x	pose_y	pose_z	heading
2.000000	0.800000	0.000000	1.570796
2.000000	0.800000	1.000000	1.570796
1.962307	0.800592	1.010000	1.539380
1.924651	0.802368	1.020000	1.507964
1.887070	0.805326	1.030000	1.476549
1.849600	0.809462	1.040000	1.445133
1.812279	0.814774	1.050000	1.413717
1.775142	0.821255	1.060000	1.382301
1.738228	0.828900	1.070000	1.350885
1.701572	0.837700	1.080000	1.319469
1.665211	0.847648	1.090000	1.288053
1.629180	0.858732	1.100000	1.256637
1.593514	0.870943	1.110000	1.225221
1.558251	0.884268	1.120000	1.193805
1.523423	0.898694	1.130000	1.162389
1.489065	0.914208	1.140000	1.130973
1.455211	0.930792	1.150000	1.099557
1.421896	0.948432	1.160000	1.068142
1.389150	0.967110	1.170000	1.036726
1.357008	0.986806	1.180000	1.005310
1.325500	1.007503	1.190000	0.973894
1.294658	1.029180	1.200000	0.942478
1.264512	1.051814	1.210000	0.911062
1.235091	1.075384	1.220000	0.879646
1.206426	1.099867	1.230000	0.848230
1.178543	1.125238	1.240000	0.816814
1.151472	1.151472	1.250000	0.785398
1.125238	1.178543	1.260000	0.753982
1.099867	1.206426	1.270000	0.722566
1.075384	1.235091	1.280000	0.691150
1.051814	1.264512	1.290000	0.659734
1.029180	1.294658	1.300000	0.628319
1.007503	1.325500	1.310000	0.596903
0.986806	1.357008	1.320000	0.565487
0.967110	1.389150	1.330000	0.534071
0.948432	1.421896	1.340000	0.502655
0.930792	1.455211	1.350000	0.471239
0.914208	1.489065	1.360000	0.439823
0.898694	1.523423	1.370000	0.408407
0.884268	1.558251	1.380000	0.376991
0.870943	1.593514	1.390000	0.345575
0.858732	1.629180	1.400000	0.314159
0.847648	1.665211	1.410000	0.282743
0.837700	1.701572	1.420000	0.251327
0.828900	1.738228	1.430000	0.219911
0.821255	1.775142	1.440000	0.188496
0.814774	1.812279	1.450000	0.157080
0.809462	1.849600	1.460000	0.125664
0.805326	1.887070	1.470000	0.094248
0.802368	1.924651	1.480000	0.062832
0.800592	1.962307	1.490000	0.031416
0.800000	2.000000	1.500000	-0.000000
0.800592	2.037693	1.510000	-0.031416
0.802368	2.075349	1.520000	-0.062832
0.805326	2.112930	1.530000	-0.094248
0.809462	2.150400	1.540000	-0.125664
0.814774	2.187721	1.550000	-0.157080
0.821255	2.224858	1.560000	-0.188496
0.828900	2.261772	1.570000	-0.219911
0.837700	2.298428	1.580000	-0.251327
0.847648	2.334789	1.590000	-0.282743
0.858732	2.370820	1.600000	-0.314159
0.870943	2.406486	1.610000	-0.345575
0.884268	2.441749	1.620000	-0.376991
0.898694	2.476577	1.630000	-0.408407
