control	0
yaw_angle	1
pose_x	pose_y	pose_z	heading
3.141268	1.629180	0.000000	-1.884956
3.141268	1.629180	1.000000	-1.884956
3.129057	1.593514	1.010000	-1.916372
3.115732	1.558251	1.020000	-1.947787
3.101306	1.523423	1.030000	-1.979203
3.085792	1.489065	1.040000	-2.010619
3.069208	1.455211	1.050000	-2.042035
3.051568	1.421896	1.060000	-2.073451
3.032890	1.389150	1.070000	-2.104867
3.013194	1.357008	1.080000	-2.136283
2.992497	1.325500	1.090000	-2.167699
2.970820	1.294658	1.100000	-2.199115
2.948186	1.264512	1.110000	-2.230531
2.924616	1.235091	1.120000	-2.261947
2.900133	1.206426	1.130000	-2.293363
2.874762	1.178543	1.140000	-2.324779
2.848528	1.151472	1.150000	-2.356194
2.821457	1.125238	1.160000	-2.387610
2.793574	1.099867	1.170000	-2.419026
2.764909	1.075384	1.180000	-2.450442
2.735488	1.051814	1.190000	-2.481858
2.705342	1.029180	1.200000	-2.513274
2.674500	1.007503	1.210000	-2.544690
2.642992	0.986806	1.220000	-2.576106
2.610850	0.967110	1.230000	-2.607522
2.578104	0.948432	1.240000	-2.638938
2.544789	0.930792	1.250000	-2.670354
2.510935	0.914208	1.260000	-2.701770
2.476577	0.898694	1.270000	-2.733186
2.441749	0.884268	1.280000	-2.764602
2.406486	0.870943	1.290000	-2.796017
2.370820	0.858732	1.300000	-2.827433
2.334789	0.847648	1.310000	-2.858849
2.298428	0.837700	1.320000	-2.890265
2.261772	0.828900	1.330000	-2.921681
2.224858	0.821255	1.340000	-2.953097
2.187721	0.814774	1.350000	-2.984513
2.150400	0.809462	1.360000	-3.015929
2.112930	0.805326	1.370000	-3.047345
2.075349	0.802368	1.380000	-3.078761
2.037693	0.800592	1.390000	-3.110177
2.000000	0.800000	1.400000	3.141593
1.962307	0.800592	1.410000	3.110177
1.924651	0.802368	1.420000	3.078761
1.887070	0.805326	1.430000	3.047345
1.849600	0.809462	1.440000	3.015929
1.812279	0.814774	1.450000	2.984513
1.775142	0.821255	1.460000	2.953097
