control	1
yaw_angle	1
cmd_type	1
pose_x	pose_y	pose_z	heading
2.200000	0.200000	0.000000	2.617994
2.200000	0.200000	0.600000	2.617994
0.467949	1.200000	0.600000	2.617994
0.467949	1.200000	0.600000	1.570796
0.467949	1.200000	1.600000	1.570796
0.467949	3.200000	1.600000	1.570796
0.467949	3.200000	1.600000	0.523599
0.467949	3.200000	0.600000	0.523599
2.200000	4.200000	0.600000	0.523599
2.200000	4.200000	0.600000	-0.523599
2.200000	4.200000	1.600000	-0.523599
3.932051	3.200000	1.600000	-0.523599
3.932051	3.200000	1.600000	-1.570796
3.932051	3.200000	0.600000	-1.570796
3.932051	1.200000	0.600000	-1.570796
3.932051	1.200000	0.600000	-2.617994
