x,y,z,yaw
15.0,8.0,0,0.0
15.0,8.0,3.0,0.0
15.125643036312514,7.998026241462927,3.0,0.031415926535897934
15.251162078117254,7.992106913713087,3.0,0.06283185307179587
15.376433253274058,7.98224785841232,3.0,0.0942477796076938
15.501332934257217,7.968458805257912,3.0,0.12566370614359174
15.625737860160923,7.950753362380551,3.0,0.15707963267948966
15.7495252583429,7.929149002914755,3.0,0.1884955592153876
15.872572965586171,7.90366704775499,3.0,0.21991148575128555
15.994759548659419,7.874332644514524,3.0,0.25132741228718347
16.115964424156918,7.841174742707771,3.0,0.2827433388230814
16.23606797749979,7.804226065180615,3.0,0.3141592653589793
16.354951680981166,7.763523075816902,3.0,0.3455751918948773
16.472498210738713,7.719105943553005,3.0,0.3769911184307752
16.588591562539122,7.671018502735924,3.0,0.4084070449666731
16.70311716626029,7.619308209864078,3.0,0.4398229715025711
16.815961998958187,7.564026096753471,3.0,0.471238898038469
16.92701469640686,7.505226720175454,3.0,0.5026548245743669
17.036165663001483,7.442968108015775,3.0,0.5340707511102649
17.143307179915986,7.377311702008061,3.0,0.5654866776461628
17.24833351140852,7.308322297098247,3.0,0.5969026041820608
17.351141009169893,7.23606797749979,3.0,0.6283185307179586
17.451628214611908,7.160620049502761,3.0,0.6597344572538566
17.54969595899476,7.082052971103156,3.0,0.6911503837897546
17.64524746129461,7.000444278521838,3.0,0.7225663103256524
17.738188423714753,6.915874509685647,3.0,0.7539822368615504
17.82842712474619,6.82842712474619,3.0,0.7853981633974484
17.915874509685647,6.738188423714755,3.0,0.8168140899333463
18.00044427852184,6.645247461294607,3.0,0.8482300164692442
18.082052971103156,6.549695958994759,3.0,0.8796459430051422
18.16062004950276,6.451628214611906,3.0,0.9110618695410401
18.23606797749979,6.351141009169892,3.0,0.942477796076938
18.308322297098247,6.2483335114085214,3.0,0.9738937226128359
18.37731170200806,6.143307179915986,3.0,1.0053096491487339
18.442968108015773,6.036165663001485,3.0,1.0367255756846319
18.505226720175454,5.927014696406861,3.0,1.0681415022205298
18.56402609675347,5.815961998958187,3.0,1.0995574287564276
18.619308209864077,5.7031171662602915,3.0,1.1309733552923256
18.671018502735922,5.588591562539122,3.0,1.1623892818282235
18.719105943553004,5.472498210738712,3.0,1.1938052083641215
18.763523075816902,5.354951680981165,3.0,1.2252211349000195
18.804226065180615,5.23606797749979,3.0,1.2566370614359172
18.84117474270777,5.1159644241569175,3.0,1.2880529879718152
18.874332644514524,4.9947595486594185,3.0,1.3194689145077132
18.90366704775499,4.872572965586169,3.0,1.3508848410436112
18.929149002914755,4.7495252583428975,3.0,1.3823007675795091
18.95075336238055,4.625737860160923,3.0,1.4137166941154071
18.96845880525791,4.501332934257217,3.0,1.4451326206513049
18.982247858412318,4.376433253274056,3.0,1.4765485471872029
18.992106913713087,4.251162078117254,3.0,1.5079644737231008
18.998026241462927,4.125643036312512,3.0,1.5393804002589988
19.0,3.999999999999999,3.0,1.5707963267948968
18.998026241462927,3.874356963687487,3.0,1.6022122533307945
18.992106913713087,3.7488379218827452,3.0,1.6336281798666925
18.982247858412318,3.623566746725941,3.0,1.6650441064025905
18.96845880525791,3.498667065742782,3.0,1.6964600329384885
18.95075336238055,3.3742621398390744,3.0,1.7278759594743864
18.929149002914755,3.2504747416571,3.0,1.7592918860102844
18.90366704775499,3.127427034413828,3.0,1.7907078125461822
18.874332644514524,3.005240451340579,3.0,1.8221237390820801
18.84117474270777,2.8840355758430816,3.0,1.8535396656179781
18.804226065180615,2.7639320225002093,3.0,1.884955592153876
18.763523075816902,2.6450483190188327,3.0,1.916371518689774
18.719105943553004,2.5275017892612874,3.0,1.9477874452256718
18.671018502735922,2.411408437460877,3.0,1.9792033717615698
18.619308209864077,2.2968828337397085,3.0,2.0106192982974678
18.56402609675347,2.184038001041813,3.0,2.0420352248333655
18.505226720175454,2.072985303593139,3.0,2.0734511513692637
18.442968108015773,1.9638343369985147,3.0,2.1048670779051615
18.377311702008058,1.856692820084012,3.0,2.1362830044410597
18.308322297098247,1.7516664885914768,3.0,2.1676989309769574
18.23606797749979,1.6488589908301083,3.0,2.199114857512855
18.16062004950276,1.5483717853880936,3.0,2.2305307840487534
18.082052971103156,1.450304041005241,3.0,2.261946710584651
18.000444278521837,1.354752538705391,3.0,2.2933626371205493
17.915874509685644,1.261811576285245,3.0,2.324778563656447
17.828427124746188,1.1715728752538102,3.0,2.356194490192345
17.738188423714753,1.084125490314353,3.0,2.387610416728243
17.645247461294606,0.9995557214781616,3.0,2.419026343264141
17.549695958994757,0.9179470288968421,3.0,2.450442269800039
17.451628214611905,0.8393799504972392,3.0,2.4818581963359367
17.351141009169893,0.7639320225002102,3.0,2.5132741228718345
17.24833351140852,0.6916777029017531,3.0,2.5446900494077327
17.143307179915986,0.6226882979919388,3.0,2.5761059759436304
17.036165663001483,0.5570318919842254,3.0,2.6075219024795286
16.92701469640686,0.4947732798245461,3.0,2.6389378290154264
16.815961998958183,0.4359739032465271,3.0,2.6703537555513246
16.703117166260288,0.3806917901359217,3.0,2.7017696820872223
16.588591562539122,0.3289814972640759,3.0,2.73318560862312
16.47249821073871,0.2808940564469946,3.0,2.7646015351590183
16.354951680981163,0.23647692418309774,3.0,2.796017461694916
16.236067977499786,0.19577393481938543,3.0,2.8274333882308142
16.115964424156914,0.15882525729222863,3.0,2.858849314766712
15.994759548659417,0.1256673554854757,3.0,2.8902652413026098
15.872572965586167,0.09633295224501026,3.0,2.921681167838508
15.749525258342896,0.07085099708524467,3.0,2.9530970943744057
